Model,Num_Interactions,Interactions,Train_Time_s,MSE,RMSE,MAE,R2,Index,Model_Type
Model 2,2,"[(10, 11), (8, 11)]",3.486561085097492,284.9920723563938,16.88170821796165,12.759526236124016,0.8729030770633763,stii,STII-SPEX-EBM
Model 3,3,"[(10, 11), (8, 11), (9, 10, 11)]",90.80965538229792,272.39101603707564,16.504272660043995,12.460555865608251,0.878522726307281,stii,STII-SPEX-EBM
Model 4,4,"[(10, 11), (8, 11), (9, 10, 11), (6, 11)]",90.94193780515344,273.28685893022737,16.53139010882713,12.4176645370674,0.878123210369126,stii,STII-SPEX-EBM
Model 5,5,"[(10, 11), (8, 11), (9, 10, 11), (6, 11), (8, 10)]",101.5290103033185,278.3201400411699,16.682929600078335,12.536945524061553,0.8758785355043605,stii,STII-SPEX-EBM
Model 6,6,"[(10, 11), (8, 11), (9, 10, 11), (6, 11), (8, 10), (6, 10)]",110.63787529896943,273.5563600969228,16.539539295183612,12.39796127588268,0.8780030218714895,stii,STII-SPEX-EBM
Model 7,7,"[(10, 11), (8, 11), (9, 10, 11), (6, 11), (8, 10), (6, 10), (8, 10, 11)]",190.14475650992244,272.2861895644141,16.501096617025613,12.406168301342973,0.8785694754045714,stii,STII-SPEX-EBM
Model 1,1,"[(6, 9)]",4.375761343166232,278.6360256368582,16.69239424519018,12.542381944600471,0.8757376611043113,,Baseline-EBM
Model 1,1,"[(7, 10)]",2.6264982130378485,261.2721261263734,16.163914319445443,12.13368713931402,0.8834813789548329,,RuleFit-Support-EBM
Model 2,2,"[(4, 10), (6, 9)]",7.39993704110384,281.9844467404133,16.792392525796117,12.476447875668242,0.8742443773949115,,Baseline-EBM
Model 2,2,"[(7, 10), (7, 11)]",4.601694470271468,265.9949338339453,16.309351116275145,12.244425371651786,0.8813751648335394,,RuleFit-Support-EBM
Model 3,3,"[(4, 10), (6, 9), (9, 11)]",8.911201167851686,276.3083938078351,16.622526697461943,12.571906357235829,0.8767757069725775,,Baseline-EBM
Model 3,3,"[(7, 10), (7, 11), (10, 11)]",4.34400087594986,269.22716633735905,16.40814329341864,12.468894202183112,0.8799336973498898,,RuleFit-Support-EBM
Model 4,4,"[(4, 10), (4, 11), (6, 9), (9, 11)]",5.276226449757814,278.0041283133162,16.67345579996289,12.486098628402122,0.8760194661551326,,Baseline-EBM
Model 4,4,"[(7, 10), (7, 11), (10, 11), (8, 11)]",3.505689963698387,275.6011516643648,16.601239461689744,12.512997851052116,0.8770911132905952,,RuleFit-Support-EBM
Model 5,5,"[(4, 10), (4, 11), (6, 9), (6, 11), (9, 11)]",5.190841356292367,282.835280408206,16.81770734696635,12.608651746346348,0.8738649340643893,,Baseline-EBM
Model 5,5,"[(7, 10), (7, 11), (10, 11), (8, 11), (6, 11)]",2.932971538975835,278.7745216826992,16.69654220737633,12.578716875089471,0.8756758965046165,,RuleFit-Support-EBM
Model 6,6,"[(0, 4), (4, 10), (4, 11), (6, 9), (6, 11), (9, 11)]",5.71382500231266,293.1336026084298,17.12114489771142,12.736775687864704,0.8692722271436804,,Baseline-EBM
Model 6,6,"[(7, 10), (7, 11), (10, 11), (8, 11), (6, 11), (9, 10)]",3.686522327363491,271.43284140385737,16.47521900928353,12.374053561023052,0.8789500401146829,,RuleFit-Support-EBM
Model 7,7,"[(0, 4), (3, 6), (4, 10), (4, 11), (6, 9), (6, 11), (9, 11)]",7.644015541300178,279.42143011810776,16.715903508877638,12.515031186016303,0.8753873970004641,,Baseline-EBM
Model 7,7,"[(7, 10), (7, 11), (10, 11), (8, 11), (6, 11), (9, 10), (8, 10)]",4.09913888387382,277.02672528328,16.644119841051374,12.436376198226869,0.8764553551837622,,RuleFit-Support-EBM
Model 8,8,"[(0, 4), (3, 6), (4, 10), (4, 11), (5, 11), (6, 9), (6, 11), (9, 11)]",7.70054350188002,279.0976235084456,16.706215116190908,12.42606593726278,0.8755318039075557,,Baseline-EBM
Model 8,8,"[(7, 10), (7, 11), (10, 11), (8, 11), (6, 11), (9, 10), (8, 10), (1, 10)]",3.93109479593113,279.3950800106708,16.715115315506225,12.484741814113626,0.8753991482661979,,RuleFit-Support-EBM
Model 9,9,"[(0, 4), (3, 6), (3, 10), (4, 10), (4, 11), (5, 11), (6, 9), (6, 11), (9, 11)]",5.744887948036194,281.16442427427324,16.76795826194332,12.6133262521309,0.8746100799610339,,Baseline-EBM
Model 9,9,"[(7, 10), (7, 11), (10, 11), (8, 11), (6, 11), (9, 10), (8, 10), (1, 10), (2, 11)]",3.5858955774456263,274.2407883817718,16.56021703909015,12.45444603070967,0.8776977897706248,,RuleFit-Support-EBM
Model 10,10,"[(0, 4), (3, 6), (3, 10), (4, 10), (4, 11), (5, 11), (6, 7), (6, 9), (6, 11), (9, 11)]",8.51561600714922,298.0724171889688,17.264773881779305,12.714635152873983,0.8670696811888018,,Baseline-EBM
Model 10,10,"[(7, 10), (7, 11), (10, 11), (8, 11), (6, 11), (9, 10), (8, 10), (1, 10), (2, 11), (0, 10, 11)]",270.28931299224496,271.61960040876505,16.48088591092011,12.28724237270945,0.8788667518510543,,RuleFit-Support-EBM
