Model,Num_Interactions,Interactions,Train_Time_s,MSE,RMSE,MAE,R2,Index,Model_Type
Model 1,1,"[(0, 1)]",10.340103905647991,0.123325291847955,0.3511770092815801,0.2917055841691494,0.7736785552865975,bii,BII-SPEX-EBM
Model 2,2,"[(0, 1), (0, 1, 3)]",1806.1876653246584,0.1229773234231192,0.3506812276457342,0.2790977015851669,0.7743171324628069,bii,BII-SPEX-EBM
Model 3,3,"[(0, 1), (0, 1, 3), (0, 1, 4)]",702.9677590336651,0.1174765180454179,0.342748476357544,0.2728928640998938,0.7844119816337579,bii,BII-SPEX-EBM
Model 4,4,"[(0, 1), (0, 1, 3), (0, 1, 4), (1, 4)]",764.7322504520416,0.1142798684314591,0.3380530556457953,0.2666224220886632,0.7902783400103157,bii,BII-SPEX-EBM
Model 5,5,"[(0, 1), (0, 1, 3), (0, 1, 4), (1, 4), (0, 2)]",1653.1859827153385,0.1151345700623676,0.3393148538781756,0.2676164308262257,0.7887098271366985,bii,BII-SPEX-EBM
Model 6,6,"[(0, 1), (0, 1, 3), (0, 1, 4), (1, 4), (0, 2), (2, 4)]",1693.648663593456,0.1171851997213949,0.3423232386522933,0.2712418658294269,0.7849465969018543,bii,BII-SPEX-EBM
Model 7,7,"[(0, 1), (0, 1, 3), (0, 1, 4), (1, 4), (0, 2), (2, 4), (0, 2, 4)]",1705.4207154568285,0.1173558026704927,0.3425723320271104,0.2726223139852913,0.7846335134675189,bii,BII-SPEX-EBM
Model 8,8,"[(0, 1), (0, 1, 3), (0, 1, 4), (1, 4), (0, 2), (2, 4), (0, 2, 4), (2, 3)]",1683.9051287695763,0.1198834425343387,0.3462418844310126,0.2795244595312577,0.7799948939505581,bii,BII-SPEX-EBM
Model 9,9,"[(0, 1), (0, 1, 3), (0, 1, 4), (1, 4), (0, 2), (2, 4), (0, 2, 4), (2, 3), (0, 4)]",1431.0024275127798,0.1174412478622458,0.3426970205038933,0.2758774968596759,0.7844767080065173,bii,BII-SPEX-EBM
Model 10,10,"[(0, 1), (0, 1, 3), (0, 1, 4), (1, 4), (0, 2), (2, 4), (0, 2, 4), (2, 3), (0, 4), (1, 2)]",1669.5407415311784,0.1135578347866351,0.3369834339943658,0.272331543683893,0.7916033861154547,bii,BII-SPEX-EBM
Model 1,1,"[(0, 1)]",10.16358734294772,0.123325291847955,0.3511770092815801,0.2917055841691494,0.7736785552865975,fbii,FBII-SPEX-EBM
Model 2,2,"[(0, 1), (0, 1, 3)]",1905.1332140099255,0.1229773234231192,0.3506812276457342,0.2790977015851669,0.7743171324628069,fbii,FBII-SPEX-EBM
Model 3,3,"[(0, 1), (0, 1, 3), (1, 4)]",293.76435063779354,0.1179573571573317,0.3434492060805086,0.2722061148759119,0.7835295657006401,fbii,FBII-SPEX-EBM
Model 4,4,"[(0, 1), (0, 1, 3), (1, 4), (0, 2)]",1465.333554746583,0.1231261029653877,0.3508932928475375,0.2777521003985255,0.7740440984367328,fbii,FBII-SPEX-EBM
Model 5,5,"[(0, 1), (0, 1, 3), (1, 4), (0, 2), (0, 1, 4)]",665.0712221078575,0.1142698650475317,0.3380382597392368,0.2680923089353751,0.7902966978043136,fbii,FBII-SPEX-EBM
Model 6,6,"[(0, 1), (0, 1, 3), (1, 4), (0, 2), (0, 1, 4), (0, 3)]",732.3920671660453,0.1136681933320641,0.3371471389943331,0.2680799081730918,0.7914008607042944,fbii,FBII-SPEX-EBM
Model 7,7,"[(0, 1), (0, 1, 3), (1, 4), (0, 2), (0, 1, 4), (0, 3), (0, 2, 4)]",1553.9145261906087,0.1176775431333486,0.3430416055427514,0.2712487364552655,0.7840430687559339,fbii,FBII-SPEX-EBM
Model 8,8,"[(0, 1), (0, 1, 3), (1, 4), (0, 2), (0, 1, 4), (0, 3), (0, 2, 4), (1, 3)]",1571.313031533733,0.1216995270236043,0.3488545929518549,0.2747235064498187,0.7766620912531281,fbii,FBII-SPEX-EBM
Model 9,9,"[(0, 1), (0, 1, 3), (1, 4), (0, 2), (0, 1, 4), (0, 3), (0, 2, 4), (1, 3), (2, 3, 4)]",1278.006302298978,0.1152336860268825,0.3394608755466269,0.2728471720872377,0.7885279336422901,fbii,FBII-SPEX-EBM
Model 10,10,"[(0, 1), (0, 1, 3), (1, 4), (0, 2), (0, 1, 4), (0, 3), (0, 2, 4), (1, 3), (2, 3, 4), (0, 1, 2)]",1844.6340535003687,0.1138753382457188,0.3374542017010884,0.273620829082619,0.7910207169769139,fbii,FBII-SPEX-EBM
Model 1,1,"[(0, 1)]",7.951815724372864,0.123325291847955,0.3511770092815801,0.2917055841691494,0.7736785552865975,fourier,FOURIER-SPEX-EBM
Model 2,2,"[(0, 1), (1, 4)]",8.322954583913088,0.110108820168641,0.3318264910591694,0.2815876681773913,0.7979328742479006,fourier,FOURIER-SPEX-EBM
Model 3,3,"[(0, 1), (1, 4), (0, 3)]",6.624560479074717,0.0984200704512964,0.3137197323269552,0.2512587876507425,0.8193835814246919,fourier,FOURIER-SPEX-EBM
Model 4,4,"[(0, 1), (1, 4), (0, 3), (0, 1, 3)]",881.2855952810496,0.1250000943364116,0.3535535240050813,0.2808649601603393,0.7706050274390865,fourier,FOURIER-SPEX-EBM
Model 5,5,"[(0, 1), (1, 4), (0, 3), (0, 1, 3), (2, 4)]",1243.2386116255077,0.1303650347191278,0.361060984764524,0.2887739441060037,0.7607595120543382,fourier,FOURIER-SPEX-EBM
Model 6,6,"[(0, 1), (1, 4), (0, 3), (0, 1, 3), (2, 4), (0, 2)]",1504.529356725514,0.1263475404522316,0.3554539920330501,0.2808911985428421,0.7681322503871431,fourier,FOURIER-SPEX-EBM
Model 7,7,"[(0, 1), (1, 4), (0, 3), (0, 1, 3), (2, 4), (0, 2), (1, 2)]",1554.2440190222114,0.1260153120095069,0.3549863546807214,0.2807034324612886,0.7687419422030362,fourier,FOURIER-SPEX-EBM
Model 8,8,"[(0, 1), (1, 4), (0, 3), (0, 1, 3), (2, 4), (0, 2), (1, 2), (0, 2, 4)]",593.5157349463552,0.1315826023302313,0.3627431630371981,0.2851618599912332,0.7585250826307215,fourier,FOURIER-SPEX-EBM
Model 9,9,"[(0, 1), (1, 4), (0, 3), (0, 1, 3), (2, 4), (0, 2), (1, 2), (0, 2, 4), (1, 3)]",1483.0123015958816,0.1313643714104837,0.3624422318252713,0.2854077985945267,0.758925570935256,fourier,FOURIER-SPEX-EBM
Model 10,10,"[(0, 1), (1, 4), (0, 3), (0, 1, 3), (2, 4), (0, 2), (1, 2), (0, 2, 4), (1, 3), (2, 3)]",1673.7746318913996,0.1302241396532949,0.3608658194582786,0.284863398714527,0.7610180768172874,fourier,FOURIER-SPEX-EBM
Model 1,1,"[(0, 1)]",6.547005869448185,0.123325291847955,0.3511770092815801,0.2917055841691494,0.7736785552865975,fsii,FSII-SPEX-EBM
Model 2,2,"[(0, 1), (0, 1, 3)]",1697.1783757787198,0.1229773234231192,0.3506812276457342,0.2790977015851669,0.7743171324628069,fsii,FSII-SPEX-EBM
Model 3,3,"[(0, 1), (0, 1, 3), (1, 4)]",283.00234317965806,0.1179573571573317,0.3434492060805086,0.2722061148759119,0.7835295657006401,fsii,FSII-SPEX-EBM
Model 4,4,"[(0, 1), (0, 1, 3), (1, 4), (0, 2)]",1407.558272914961,0.1231261029653877,0.3508932928475375,0.2777521003985255,0.7740440984367328,fsii,FSII-SPEX-EBM
Model 5,5,"[(0, 1), (0, 1, 3), (1, 4), (0, 2), (0, 1, 4)]",620.5164234284312,0.1142698650475317,0.3380382597392368,0.2680923089353751,0.7902966978043136,fsii,FSII-SPEX-EBM
Model 6,6,"[(0, 1), (0, 1, 3), (1, 4), (0, 2), (0, 1, 4), (0, 3)]",676.4436886440963,0.1136681933320641,0.3371471389943331,0.2680799081730918,0.7914008607042944,fsii,FSII-SPEX-EBM
Model 7,7,"[(0, 1), (0, 1, 3), (1, 4), (0, 2), (0, 1, 4), (0, 3), (0, 2, 4)]",1573.189474746585,0.1176775431333486,0.3430416055427514,0.2712487364552655,0.7840430687559339,fsii,FSII-SPEX-EBM
Model 8,8,"[(0, 1), (0, 1, 3), (1, 4), (0, 2), (0, 1, 4), (0, 3), (0, 2, 4), (1, 3)]",1568.98013808392,0.1216995270236043,0.3488545929518549,0.2747235064498187,0.7766620912531281,fsii,FSII-SPEX-EBM
Model 9,9,"[(0, 1), (0, 1, 3), (1, 4), (0, 2), (0, 1, 4), (0, 3), (0, 2, 4), (1, 3), (1, 2)]",1723.9860464408994,0.1164152896502075,0.3411968488280739,0.2733847655402563,0.7863595038327811,fsii,FSII-SPEX-EBM
Model 10,10,"[(0, 1), (0, 1, 3), (1, 4), (0, 2), (0, 1, 4), (0, 3), (0, 2, 4), (1, 3), (1, 2), (1, 2, 4)]",1431.5126373767853,0.1191124748593406,0.3451267518743521,0.2751602532203369,0.7814097417519972,fsii,FSII-SPEX-EBM
Model 1,1,"[(0, 1)]",8.004167867824435,0.123325291847955,0.3511770092815801,0.2917055841691494,0.7736785552865975,mobius,MOBIUS-SPEX-EBM
Model 2,2,"[(0, 1), (0, 1, 3)]",1703.9732994083315,0.1229773234231192,0.3506812276457342,0.2790977015851669,0.7743171324628069,mobius,MOBIUS-SPEX-EBM
Model 3,3,"[(0, 1), (0, 1, 3), (1, 4)]",276.50024130009115,0.1179573571573317,0.3434492060805086,0.2722061148759119,0.7835295657006401,mobius,MOBIUS-SPEX-EBM
Model 4,4,"[(0, 1), (0, 1, 3), (1, 4), (0, 2)]",1375.931797394529,0.1231261029653877,0.3508932928475375,0.2777521003985255,0.7740440984367328,mobius,MOBIUS-SPEX-EBM
Model 5,5,"[(0, 1), (0, 1, 3), (1, 4), (0, 2), (0, 1, 4)]",616.5172275844961,0.1142698650475317,0.3380382597392368,0.2680923089353751,0.7902966978043136,mobius,MOBIUS-SPEX-EBM
Model 6,6,"[(0, 1), (0, 1, 3), (1, 4), (0, 2), (0, 1, 4), (0, 2, 4)]",1522.561604116112,0.1200592870178358,0.3464957243860821,0.2760244119234196,0.7796721914703644,mobius,MOBIUS-SPEX-EBM
Model 7,7,"[(0, 1), (0, 1, 3), (1, 4), (0, 2), (0, 1, 4), (0, 2, 4), (0, 3)]",1536.6297403126955,0.1160022012821957,0.3405909588967324,0.27166091752603,0.7871175864194252,mobius,MOBIUS-SPEX-EBM
Model 8,8,"[(0, 1), (0, 1, 3), (1, 4), (0, 2), (0, 1, 4), (0, 2, 4), (0, 3), (1, 3)]",990.91692000255,0.1181307988017216,0.3437016130333427,0.2706027860987122,0.7832112728108069,mobius,MOBIUS-SPEX-EBM
Model 9,9,"[(0, 1), (0, 1, 3), (1, 4), (0, 2), (0, 1, 4), (0, 2, 4), (0, 3), (1, 3), (1, 2)]",1633.53458641842,0.1174808304882657,0.3427547672728503,0.2730159832980264,0.7844040676180605,mobius,MOBIUS-SPEX-EBM
Model 10,10,"[(0, 1), (0, 1, 3), (1, 4), (0, 2), (0, 1, 4), (0, 2, 4), (0, 3), (1, 3), (1, 2), (1, 2, 3)]",1779.343440970406,0.120307635535056,0.346853910940984,0.2775750634269798,0.7792164326039754,mobius,MOBIUS-SPEX-EBM
Model 1,1,"[(0, 1)]",8.143896711990237,0.123325291847955,0.3511770092815801,0.2917055841691494,0.7736785552865975,sii,SII-SPEX-EBM
Model 2,2,"[(0, 1), (0, 1, 3)]",1723.5085557233542,0.1229773234231192,0.3506812276457342,0.2790977015851669,0.7743171324628069,sii,SII-SPEX-EBM
Model 3,3,"[(0, 1), (0, 1, 3), (0, 1, 4)]",661.7008937392384,0.1174765180454179,0.342748476357544,0.2728928640998938,0.7844119816337579,sii,SII-SPEX-EBM
Model 4,4,"[(0, 1), (0, 1, 3), (0, 1, 4), (1, 4)]",690.9020109269768,0.1142798684314591,0.3380530556457953,0.2666224220886632,0.7902783400103157,sii,SII-SPEX-EBM
Model 5,5,"[(0, 1), (0, 1, 3), (0, 1, 4), (1, 4), (0, 2)]",1523.803321937099,0.1151345700623676,0.3393148538781756,0.2676164308262257,0.7887098271366985,sii,SII-SPEX-EBM
Model 6,6,"[(0, 1), (0, 1, 3), (0, 1, 4), (1, 4), (0, 2), (2, 4)]",1517.3698607049882,0.1171851997213949,0.3423232386522933,0.2712418658294269,0.7849465969018543,sii,SII-SPEX-EBM
Model 7,7,"[(0, 1), (0, 1, 3), (0, 1, 4), (1, 4), (0, 2), (2, 4), (0, 2, 4)]",1588.3315143678335,0.1173558026704927,0.3425723320271104,0.2726223139852913,0.7846335134675189,sii,SII-SPEX-EBM
Model 8,8,"[(0, 1), (0, 1, 3), (0, 1, 4), (1, 4), (0, 2), (2, 4), (0, 2, 4), (1, 2)]",1428.6540878843516,0.1207874084172268,0.3475448293633885,0.2785034168197429,0.7783359733713221,sii,SII-SPEX-EBM
Model 9,9,"[(0, 1), (0, 1, 3), (0, 1, 4), (1, 4), (0, 2), (2, 4), (0, 2, 4), (1, 2), (0, 3)]",1640.4722937326878,0.1212786066326557,0.3482507812376818,0.2775126701935956,0.7774345468424186,sii,SII-SPEX-EBM
Model 10,10,"[(0, 1), (0, 1, 3), (0, 1, 4), (1, 4), (0, 2), (2, 4), (0, 2, 4), (1, 2), (0, 3), (0, 4)]",1632.1921579111367,0.1155536141553806,0.3399317786782822,0.2707913894249592,0.7879408148513172,sii,SII-SPEX-EBM
Model 1,1,"[(0, 1)]",8.115524793043733,0.123325291847955,0.3511770092815801,0.2917055841691494,0.7736785552865975,stii,STII-SPEX-EBM
Model 2,2,"[(0, 1), (0, 1, 3)]",1691.977960400283,0.1229773234231192,0.3506812276457342,0.2790977015851669,0.7743171324628069,stii,STII-SPEX-EBM
Model 3,3,"[(0, 1), (0, 1, 3), (1, 4)]",276.0182171240449,0.1179573571573317,0.3434492060805086,0.2722061148759119,0.7835295657006401,stii,STII-SPEX-EBM
Model 4,4,"[(0, 1), (0, 1, 3), (1, 4), (0, 2)]",1386.9103524684906,0.1231261029653877,0.3508932928475375,0.2777521003985255,0.7740440984367328,stii,STII-SPEX-EBM
Model 5,5,"[(0, 1), (0, 1, 3), (1, 4), (0, 2), (0, 1, 4)]",611.3393000084907,0.1142698650475317,0.3380382597392368,0.2680923089353751,0.7902966978043136,stii,STII-SPEX-EBM
