Model,Num_Interactions,Interactions,Train_Time_s,MSE,RMSE,MAE,R2,Index,Model_Type
Model 1,1,"[(0, 1)]",9.154964048415422,0.0793419301233226,0.28167699608474,0.2213021949737413,0.935693931260016,bii,BII-SPEX-EBM
Model 2,2,"[(0, 1), (1, 3)]",14.48725040256977,0.0811222010998177,0.2848195939534669,0.2247318566176588,0.9342510343250366,bii,BII-SPEX-EBM
Model 3,3,"[(0, 1), (1, 3), (0, 1, 2)]",1716.9518224969506,0.0823471023026211,0.2869618481656074,0.2233526889067755,0.9332582606324288,bii,BII-SPEX-EBM
Model 4,4,"[(0, 1), (1, 3), (0, 1, 2), (1, 2)]",3195.980993429199,0.0830584868494135,0.2881986933513293,0.2260898701399837,0.9326816885286812,bii,BII-SPEX-EBM
Model 5,5,"[(0, 1), (1, 3), (0, 1, 2), (1, 2), (1, 4)]",1433.575328391045,0.0832633307541261,0.2885538610972414,0.2241867694578453,0.9325156640042344,bii,BII-SPEX-EBM
Model 6,6,"[(0, 1), (1, 3), (0, 1, 2), (1, 2), (1, 4), (0, 1, 3)]",3950.688131950796,0.0904833288327463,0.3008044694361211,0.236360100209913,0.9266639070325468,bii,BII-SPEX-EBM
Model 7,7,"[(0, 1), (1, 3), (0, 1, 2), (1, 2), (1, 4), (0, 1, 3), (0, 3)]",4598.033898284659,0.091048311708346,0.3017421278316073,0.2377604074658204,0.9262059924396102,bii,BII-SPEX-EBM
Model 8,8,"[(0, 1), (1, 3), (0, 1, 2), (1, 2), (1, 4), (0, 1, 3), (0, 3), (0, 1, 4)]",1491.6673373170197,0.0902895852993817,0.3004822545498847,0.2329896617118655,0.9268209347851502,bii,BII-SPEX-EBM
Model 9,9,"[(0, 1), (1, 3), (0, 1, 2), (1, 2), (1, 4), (0, 1, 3), (0, 3), (0, 1, 4), (0, 2)]",1871.3581455163655,0.090767670314931,0.3012767337763257,0.2348801234444825,0.9264334502882936,bii,BII-SPEX-EBM
Model 10,10,"[(0, 1), (1, 3), (0, 1, 2), (1, 2), (1, 4), (0, 1, 3), (0, 3), (0, 1, 4), (0, 2), (2, 3, 4)]",4132.849374003708,0.0938985394209253,0.3064286857017882,0.2384423155260322,0.923895903197707,bii,BII-SPEX-EBM
Model 1,1,"[(0, 1)]",11.491199603304269,0.0793419301233226,0.28167699608474,0.2213021949737413,0.935693931260016,fbii,FBII-SPEX-EBM
Model 2,2,"[(0, 1), (1, 3)]",15.70121600665152,0.0811222010998177,0.2848195939534669,0.2247318566176588,0.9342510343250366,fbii,FBII-SPEX-EBM
Model 3,3,"[(0, 1), (1, 3), (1, 2)]",48.03651104494929,0.0811375503820969,0.2848465383010595,0.2253090905178256,0.9342385938411736,fbii,FBII-SPEX-EBM
Model 4,4,"[(0, 1), (1, 3), (1, 2), (1, 4)]",35.917603148147464,0.0793512472146137,0.2816935342080356,0.2202255153006344,0.9356863798239458,fbii,FBII-SPEX-EBM
Model 5,5,"[(0, 1), (1, 3), (1, 2), (1, 4), (0, 3)]",15.15852346085012,0.0838018718040157,0.2894855295243887,0.2273476253945421,0.9320791803225332,fbii,FBII-SPEX-EBM
Model 6,6,"[(0, 1), (1, 3), (1, 2), (1, 4), (0, 3), (0, 1, 3)]",5834.773276874796,0.089664899310967,0.2994409780089676,0.2318525818891535,0.9273272383254026,fbii,FBII-SPEX-EBM
Model 7,7,"[(0, 1), (1, 3), (1, 2), (1, 4), (0, 3), (0, 1, 3), (2, 3)]",6084.344398554415,0.0925124220707643,0.3041585475878728,0.2360378583589551,0.9250193414284456,fbii,FBII-SPEX-EBM
Model 8,8,"[(0, 1), (1, 3), (1, 2), (1, 4), (0, 3), (0, 1, 3), (2, 3), (0, 1, 4)]",1368.6376783493906,0.0883054435759014,0.2971623185666403,0.2318058968828246,0.928429067507176,fbii,FBII-SPEX-EBM
Model 9,9,"[(0, 1), (1, 3), (1, 2), (1, 4), (0, 3), (0, 1, 3), (2, 3), (0, 1, 4), (0, 2)]",1468.1277085933834,0.0888335176033353,0.2980495220652692,0.2320899795177184,0.9280010672725562,fbii,FBII-SPEX-EBM
Model 10,10,"[(0, 1), (1, 3), (1, 2), (1, 4), (0, 3), (0, 1, 3), (2, 3), (0, 1, 4), (0, 2), (2, 3, 4)]",4901.38129920885,0.0912087353636008,0.3020078399041998,0.234593327326573,0.9260759702106792,fbii,FBII-SPEX-EBM
Model 1,1,"[(0, 1)]",15.3112032674253,0.0793419301233226,0.28167699608474,0.2213021949737413,0.935693931260016,fourier,FOURIER-SPEX-EBM
Model 2,2,"[(0, 1), (1, 3)]",22.223599774762988,0.0811222010998177,0.2848195939534669,0.2247318566176588,0.9342510343250366,fourier,FOURIER-SPEX-EBM
Model 3,3,"[(0, 1), (1, 3), (1, 2)]",57.71858697943389,0.0811375503820969,0.2848465383010595,0.2253090905178256,0.9342385938411736,fourier,FOURIER-SPEX-EBM
Model 4,4,"[(0, 1), (1, 3), (1, 2), (1, 4)]",49.46570687554777,0.0793512472146137,0.2816935342080356,0.2202255153006344,0.9356863798239458,fourier,FOURIER-SPEX-EBM
Model 5,5,"[(0, 1), (1, 3), (1, 2), (1, 4), (0, 3)]",17.15556813776493,0.0838018718040157,0.2894855295243887,0.2273476253945421,0.9320791803225332,fourier,FOURIER-SPEX-EBM
Model 6,6,"[(0, 1), (1, 3), (1, 2), (1, 4), (0, 3), (2, 3)]",11.024457985535264,0.0873416812262333,0.2955362604254058,0.2317336452703452,0.9292101900209644,fourier,FOURIER-SPEX-EBM
Model 7,7,"[(0, 1), (1, 3), (1, 2), (1, 4), (0, 3), (2, 3), (0, 2)]",11.032936183735728,0.0868655981256861,0.2947297035008282,0.2281925571254038,0.9295960519799834,fourier,FOURIER-SPEX-EBM
Model 8,8,"[(0, 1), (1, 3), (1, 2), (1, 4), (0, 3), (2, 3), (0, 2), (2, 4)]",46.72970518283546,0.08423092710207,0.2902256485944515,0.2232447203961136,0.9317314340621756,fourier,FOURIER-SPEX-EBM
Model 1,1,"[(0, 1)]",11.687731055542828,0.0793419301233226,0.28167699608474,0.2213021949737413,0.935693931260016,fsii,FSII-SPEX-EBM
Model 2,2,"[(0, 1), (1, 3)]",19.164403788745403,0.0811222010998177,0.2848195939534669,0.2247318566176588,0.9342510343250366,fsii,FSII-SPEX-EBM
Model 3,3,"[(0, 1), (1, 3), (1, 2)]",56.53164932131767,0.0811375503820969,0.2848465383010595,0.2253090905178256,0.9342385938411736,fsii,FSII-SPEX-EBM
Model 4,4,"[(0, 1), (1, 3), (1, 2), (1, 4)]",49.67172030732036,0.0793512472146137,0.2816935342080356,0.2202255153006344,0.9356863798239458,fsii,FSII-SPEX-EBM
Model 5,5,"[(0, 1), (1, 3), (1, 2), (1, 4), (0, 3)]",12.22248438745737,0.0838018718040157,0.2894855295243887,0.2273476253945421,0.9320791803225332,fsii,FSII-SPEX-EBM
Model 6,6,"[(0, 1), (1, 3), (1, 2), (1, 4), (0, 3), (0, 1, 3)]",6792.698586124927,0.089664899310967,0.2994409780089676,0.2318525818891535,0.9273272383254026,fsii,FSII-SPEX-EBM
Model 7,7,"[(0, 1), (1, 3), (1, 2), (1, 4), (0, 3), (0, 1, 3), (2, 3)]",6067.895107952878,0.0925124220707643,0.3041585475878728,0.2360378583589551,0.9250193414284456,fsii,FSII-SPEX-EBM
Model 8,8,"[(0, 1), (1, 3), (1, 2), (1, 4), (0, 3), (0, 1, 3), (2, 3), (0, 1, 4)]",1556.2877853568643,0.0883054435759014,0.2971623185666403,0.2318058968828246,0.928429067507176,fsii,FSII-SPEX-EBM
Model 9,9,"[(0, 1), (1, 3), (1, 2), (1, 4), (0, 3), (0, 1, 3), (2, 3), (0, 1, 4), (0, 2)]",1562.7220948468894,0.0888335176033353,0.2980495220652692,0.2320899795177184,0.9280010672725562,fsii,FSII-SPEX-EBM
Model 10,10,"[(0, 1), (1, 3), (1, 2), (1, 4), (0, 3), (0, 1, 3), (2, 3), (0, 1, 4), (0, 2), (2, 3, 4)]",5382.81722683087,0.0912087353636008,0.3020078399041998,0.234593327326573,0.9260759702106792,fsii,FSII-SPEX-EBM
Model 1,1,"[(0, 1)]",14.476587977260351,0.0793419301233226,0.28167699608474,0.2213021949737413,0.935693931260016,mobius,MOBIUS-SPEX-EBM
Model 2,2,"[(0, 1), (1, 3)]",20.483180986717343,0.0811222010998177,0.2848195939534669,0.2247318566176588,0.9342510343250366,mobius,MOBIUS-SPEX-EBM
Model 3,3,"[(0, 1), (1, 3), (1, 2)]",58.746006567031145,0.0811375503820969,0.2848465383010595,0.2253090905178256,0.9342385938411736,mobius,MOBIUS-SPEX-EBM
Model 4,4,"[(0, 1), (1, 3), (1, 2), (1, 4)]",46.80002092756331,0.0793512472146137,0.2816935342080356,0.2202255153006344,0.9356863798239458,mobius,MOBIUS-SPEX-EBM
Model 5,5,"[(0, 1), (1, 3), (1, 2), (1, 4), (0, 3)]",15.27818164974451,0.0838018718040157,0.2894855295243887,0.2273476253945421,0.9320791803225332,mobius,MOBIUS-SPEX-EBM
Model 6,6,"[(0, 1), (1, 3), (1, 2), (1, 4), (0, 3), (0, 1, 3)]",7534.852134553716,0.089664899310967,0.2994409780089676,0.2318525818891535,0.9273272383254026,mobius,MOBIUS-SPEX-EBM
Model 7,7,"[(0, 1), (1, 3), (1, 2), (1, 4), (0, 3), (0, 1, 3), (2, 3)]",7355.271909656003,0.0925124220707643,0.3041585475878728,0.2360378583589551,0.9250193414284456,mobius,MOBIUS-SPEX-EBM
Model 8,8,"[(0, 1), (1, 3), (1, 2), (1, 4), (0, 3), (0, 1, 3), (2, 3), (0, 1, 4)]",1620.544978648424,0.0883054435759014,0.2971623185666403,0.2318058968828246,0.928429067507176,mobius,MOBIUS-SPEX-EBM
Model 9,9,"[(0, 1), (1, 3), (1, 2), (1, 4), (0, 3), (0, 1, 3), (2, 3), (0, 1, 4), (0, 2)]",1890.1476843059063,0.0888335176033353,0.2980495220652692,0.2320899795177184,0.9280010672725562,mobius,MOBIUS-SPEX-EBM
Model 10,10,"[(0, 1), (1, 3), (1, 2), (1, 4), (0, 3), (0, 1, 3), (2, 3), (0, 1, 4), (0, 2), (2, 3, 4)]",6103.167972346768,0.0912087353636008,0.3020078399041998,0.234593327326573,0.9260759702106792,mobius,MOBIUS-SPEX-EBM
Model 1,1,"[(0, 1)]",15.598870115354655,0.0793419301233226,0.28167699608474,0.2213021949737413,0.935693931260016,sii,SII-SPEX-EBM
Model 2,2,"[(0, 1), (1, 3)]",20.00105773471296,0.0811222010998177,0.2848195939534669,0.2247318566176588,0.9342510343250366,sii,SII-SPEX-EBM
Model 3,3,"[(0, 1), (1, 3), (0, 1, 2)]",2270.8064726833254,0.0823471023026211,0.2869618481656074,0.2233526889067755,0.9332582606324288,sii,SII-SPEX-EBM
Model 4,4,"[(0, 1), (1, 3), (0, 1, 2), (1, 2)]",3802.8868407141417,0.0830584868494135,0.2881986933513293,0.2260898701399837,0.9326816885286812,sii,SII-SPEX-EBM
