Model,Num_Interactions,Interactions,Train_Time_s,MSE,RMSE,MAE,R2,Index,Model_Type
Model 7,7,"[(2, 4), (0, 4), (1, 4), (1, 2, 3), (1, 2, 4), (1, 3, 5), (0, 2, 3)]",51.962000304833055,1560.2945092354855,39.500563404026096,26.968989649076363,0.8094544659825572,fsii,FSII-SPEX-EBM
Model 8,8,"[(2, 4), (0, 4), (1, 4), (1, 2, 3), (1, 2, 4), (1, 3, 5), (0, 2, 3), (0, 2, 4)]",43.47874875925481,1486.0530985006708,38.54935924889895,26.329114644295554,0.8185209397610268,fsii,FSII-SPEX-EBM
Model 9,9,"[(2, 4), (0, 4), (1, 4), (1, 2, 3), (1, 2, 4), (1, 3, 5), (0, 2, 3), (0, 2, 4), (2, 4, 5)]",48.287890665233135,1464.545456099106,38.26938013737753,24.7932832777763,0.8211474857000178,fsii,FSII-SPEX-EBM
Model 10,10,"[(2, 4), (0, 4), (1, 4), (1, 2, 3), (1, 2, 4), (1, 3, 5), (0, 2, 3), (0, 2, 4), (2, 4, 5), (1, 2)]",47.396220644935966,1445.1929100131674,38.01569294400889,24.944498191982294,0.8235108480054771,fsii,FSII-SPEX-EBM
Model 1,1,"[(2, 4)]",0.507349032908678,1578.912445839272,39.735531276670656,29.7194850271782,0.8071808153022061,mobius,MOBIUS-SPEX-EBM
Model 2,2,"[(2, 4), (0, 4)]",2.160019451752305,1337.830650226611,36.57636737330009,27.374275364550652,0.8366220901480728,mobius,MOBIUS-SPEX-EBM
Model 3,3,"[(2, 4), (0, 4), (1, 4)]",1.1320562232285738,1420.6647464584134,37.69170660050316,30.67531418184401,0.8265062645728902,mobius,MOBIUS-SPEX-EBM
Model 4,4,"[(2, 4), (0, 4), (1, 4), (0, 3, 4)]",520.0283334273845,1485.1388400997585,38.53749914174191,27.39884229572528,0.8186325903848037,mobius,MOBIUS-SPEX-EBM
Model 5,5,"[(2, 4), (0, 4), (1, 4), (0, 3, 4), (1, 2, 4)]",335.45876096747816,1345.4976436944094,36.68102566306467,26.09663065102679,0.8356857852671783,mobius,MOBIUS-SPEX-EBM
Model 6,6,"[(2, 4), (0, 4), (1, 4), (0, 3, 4), (1, 2, 4), (3, 4, 5)]",209.10101582109928,1268.1379075020463,35.610923991130115,23.80779598069388,0.8451330736841868,mobius,MOBIUS-SPEX-EBM
Model 7,7,"[(2, 4), (0, 4), (1, 4), (0, 3, 4), (1, 2, 4), (3, 4, 5), (0, 1, 2)]",185.35155857168135,1195.99025911911,34.58309209887268,24.11795666548379,0.8539438540258835,mobius,MOBIUS-SPEX-EBM
Model 8,8,"[(2, 4), (0, 4), (1, 4), (0, 3, 4), (1, 2, 4), (3, 4, 5), (0, 1, 2), (1, 2, 3)]",44.126026654616,1249.4055703847132,35.346931555436505,25.11346989894004,0.8474206951289138,mobius,MOBIUS-SPEX-EBM
Model 9,9,"[(2, 4), (0, 4), (1, 4), (0, 3, 4), (1, 2, 4), (3, 4, 5), (0, 1, 2), (1, 2, 3), (0, 1, 5)]",46.70368343964219,1253.235079120959,35.40106042367882,24.58715922736732,0.8469530297087939,mobius,MOBIUS-SPEX-EBM
Model 10,10,"[(2, 4), (0, 4), (1, 4), (0, 3, 4), (1, 2, 4), (3, 4, 5), (0, 1, 2), (1, 2, 3), (0, 1, 5), (0, 2)]",74.61516324616969,1317.7970294321692,36.30147420466791,25.229952961559448,0.8390686263308157,mobius,MOBIUS-SPEX-EBM
Model 1,1,"[(2, 4)]",3.740537026897073,1578.912445839272,39.735531276670656,29.7194850271782,0.8071808153022061,sii,SII-SPEX-EBM
Model 2,2,"[(2, 4), (0, 4)]",3.927297918125987,1337.830650226611,36.57636737330009,27.374275364550652,0.8366220901480728,sii,SII-SPEX-EBM
Model 3,3,"[(2, 4), (0, 4), (1, 4)]",4.602986875921488,1420.6647464584134,37.69170660050316,30.67531418184401,0.8265062645728902,sii,SII-SPEX-EBM
Model 4,4,"[(2, 4), (0, 4), (1, 4), (4, 5)]",3.953759940341115,1475.4372155777849,38.41142037959264,28.383544367463333,0.8198173674986332,sii,SII-SPEX-EBM
Model 1,1,"[(2, 4)]",3.759608579799533,1578.912445839272,39.735531276670656,29.7194850271782,0.8071808153022061,stii,STII-SPEX-EBM
Model 2,2,"[(2, 4), (0, 4)]",3.702893255278468,1337.830650226611,36.57636737330009,27.374275364550652,0.8366220901480728,stii,STII-SPEX-EBM
Model 3,3,"[(2, 4), (0, 4), (1, 4)]",4.768444376066327,1420.6647464584134,37.69170660050316,30.67531418184401,0.8265062645728902,stii,STII-SPEX-EBM
Model 4,4,"[(2, 4), (0, 4), (1, 4), (1, 4, 5)]",8.43186604604125,1528.7049459469174,39.09865657470749,28.529864528896184,0.8133122314047706,stii,STII-SPEX-EBM
Model 5,5,"[(2, 4), (0, 4), (1, 4), (1, 4, 5), (0, 3, 4)]",34.11150071211159,1292.2871683084647,35.9483959073067,25.96250925545004,0.8421839292955802,stii,STII-SPEX-EBM
Model 6,6,"[(2, 4), (0, 4), (1, 4), (1, 4, 5), (0, 3, 4), (2, 4, 5)]",33.78932781331241,1281.696749315365,35.80079257942993,24.48043583353772,0.8434772473394265,stii,STII-SPEX-EBM
Model 7,7,"[(2, 4), (0, 4), (1, 4), (1, 4, 5), (0, 3, 4), (2, 4, 5), (1, 2, 4)]",46.30379972420633,1363.736460469391,36.92880258645535,25.7282742257782,0.8334584332758302,stii,STII-SPEX-EBM
Model 8,8,"[(2, 4), (0, 4), (1, 4), (1, 4, 5), (0, 3, 4), (2, 4, 5), (1, 2, 4), (0, 1, 5)]",99.90921445563436,1291.2273407648452,35.93365192636069,24.87080755035777,0.8423133570440405,stii,STII-SPEX-EBM
Model 9,9,"[(2, 4), (0, 4), (1, 4), (1, 4, 5), (0, 3, 4), (2, 4, 5), (1, 2, 4), (0, 1, 5), (0, 2)]",182.378382043913,1335.1714527857118,36.53999798557345,25.93989288492254,0.8369468353762555,stii,STII-SPEX-EBM
Model 10,10,"[(2, 4), (0, 4), (1, 4), (1, 4, 5), (0, 3, 4), (2, 4, 5), (1, 2, 4), (0, 1, 5), (0, 2), (0, 2, 4)]",90.38868545182048,1345.691631865925,36.6836698254949,25.924213664249667,0.835662095137196,stii,STII-SPEX-EBM
Model 1,1,"[(2, 4)]",4.667996138334274,1578.912445839272,39.735531276670656,29.7194850271782,0.8071808153022061,,Baseline-EBM
Model 1,1,"[(3, 4)]",2.4482227712869644,1751.8019149237891,41.85453278826308,30.921607766131917,0.7860672908888933,,RuleFit-Support-EBM
Model 2,2,"[(0, 4), (2, 4)]",5.105394616024569,1337.830650226611,36.57636737330009,27.374275364550652,0.8366220901480728,,Baseline-EBM
Model 2,2,"[(3, 4), (0, 4)]",2.861788762966171,1595.926490709537,39.949048683410936,29.03233125280765,0.8051030343150835,,RuleFit-Support-EBM
Model 3,3,"[(0, 4), (2, 4), (3, 4)]",7.7248945366591215,1301.1447557953832,36.0713841679992,24.548626187779984,0.841102227265732,,Baseline-EBM
Model 3,3,"[(3, 4), (0, 4), (1, 4)]",3.862324301153421,1591.9945381457892,39.89980624195798,30.103600632816352,0.8055832103309291,,RuleFit-Support-EBM
Model 4,4,"[(0, 4), (1, 4), (2, 4), (3, 4)]",11.500241555273533,1303.3534664350923,36.10198701505352,26.73257218575734,0.840832496169556,,Baseline-EBM
Model 4,4,"[(3, 4), (0, 4), (1, 4), (2, 3, 4)]",7.950005084276199,1592.289005959178,39.90349616210562,28.668672257417143,0.8055472494745517,,RuleFit-Support-EBM
Model 5,5,"[(0, 4), (1, 3), (1, 4), (2, 4), (3, 4)]",5.435859236866236,1298.436789800273,36.03382840887536,26.717575994245102,0.8414329281837863,,Baseline-EBM
Model 5,5,"[(3, 4), (0, 4), (1, 4), (2, 3, 4), (1, 2, 4)]",10.42683507502079,1386.2726971302427,37.23268318467315,27.19631743418639,0.8307062738444742,,RuleFit-Support-EBM
Model 6,6,"[(0, 4), (1, 3), (1, 4), (2, 3), (2, 4), (3, 4)]",5.208637487143278,1406.416032958705,37.50221370744273,27.604798017068944,0.8282463390952276,,Baseline-EBM
Model 6,6,"[(3, 4), (0, 4), (1, 4), (2, 3, 4), (1, 2, 4), (2, 4)]",9.944773880764842,1455.2381486103666,38.14758378469555,27.776762700130742,0.8222841082191699,,RuleFit-Support-EBM
Model 7,7,"[(0, 3), (0, 4), (1, 3), (1, 4), (2, 3), (2, 4), (3, 4)]",4.74543297663331,1484.7623883458025,38.5326146056273,28.08435592676245,0.818678563244456,,Baseline-EBM
Model 7,7,"[(3, 4), (0, 4), (1, 4), (2, 3, 4), (1, 2, 4), (2, 4), (0, 1, 4)]",119.3835577517748,1350.8724982307533,36.75421742100834,27.4857408521643,0.8350293998720932,,RuleFit-Support-EBM
Model 8,8,"[(0, 3), (0, 4), (1, 3), (1, 4), (2, 3), (2, 4), (3, 4), (4, 5)]",6.3430850356817245,1491.8021885147643,38.6238551741636,28.242454757865097,0.817818852161304,,Baseline-EBM
Model 8,8,"[(3, 4), (0, 4), (1, 4), (2, 3, 4), (1, 2, 4), (2, 4), (0, 1, 4), (0, 1, 4)]",150.3487094976008,1350.8724982307533,36.75421742100834,27.4857408521643,0.8350293998720932,,RuleFit-Support-EBM
Model 9,9,"[(0, 3), (0, 4), (1, 2), (1, 3), (1, 4), (2, 3), (2, 4), (3, 4), (4, 5)]",6.375075668096542,1356.0333985430775,36.8243587662172,27.26567420560823,0.8343991428916309,,Baseline-EBM
Model 9,9,"[(3, 4), (0, 4), (1, 4), (2, 3, 4), (1, 2, 4), (2, 4), (0, 1, 4), (0, 1, 4), (0, 1, 4)]",118.85651606321336,1350.8724982307533,36.75421742100834,27.4857408521643,0.8350293998720932,,RuleFit-Support-EBM
Model 10,10,"[(0, 3), (0, 4), (1, 2), (1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (3, 4), (4, 5)]",5.412558851763606,1406.6544418493354,37.5053921703178,26.90305524818339,0.8282172242395957,,Baseline-EBM
Model 10,10,"[(3, 4), (0, 4), (1, 4), (2, 3, 4), (1, 2, 4), (2, 4), (0, 1, 4), (0, 1, 4), (0, 1, 4), (0, 1, 4)]",126.70102903433144,1350.8724982307533,36.75421742100834,27.4857408521643,0.8350293998720932,,RuleFit-Support-EBM
