Model,Num_Interactions,Interactions,Train_Time_s,MSE,RMSE,MAE,R2,Index,Model_Type
Model 6,6,"[(0, 4), (0, 5), (0, 2), (0, 1), (0, 3, 5), (0, 3)]",2.2842700853943825,2.862396186342319,1.6918617515454148,1.296744683734979,0.793549061910499,fbii,FBII-SPEX-EBM
Model 7,7,"[(0, 4), (0, 5), (0, 2), (0, 1), (0, 3, 5), (0, 3), (4, 8)]",2.3556956574320798,2.6486370181828027,1.6274633692291829,1.2649434495302692,0.8089664877030325,fbii,FBII-SPEX-EBM
Model 1,1,"[(0, 4)]",2.2223573178052902,3.52445736513665,1.877353819911593,1.5265129742463568,0.7457977575708333,fourier,FOURIER-SPEX-EBM
Model 2,2,"[(0, 4), (0, 5)]",2.314569514244795,4.009044112993538,2.0022597516290284,1.5917884894707883,0.7108468345790604,fourier,FOURIER-SPEX-EBM
Model 3,3,"[(0, 4), (0, 5), (0, 1)]",2.385983604937792,3.141660715361892,1.7724730506729551,1.4313681596400083,0.7734070479341296,fourier,FOURIER-SPEX-EBM
Model 4,4,"[(0, 4), (0, 5), (0, 1), (0, 2)]",2.2461338117718697,2.5888331762595937,1.6089851386074372,1.283069792239394,0.8132798526122346,fourier,FOURIER-SPEX-EBM
Model 5,5,"[(0, 4), (0, 5), (0, 1), (0, 2), (4, 8)]",2.2965489141643047,2.417698834544299,1.5548951201107744,1.2291960299172786,0.8256229536668789,fourier,FOURIER-SPEX-EBM
Model 1,1,"[(0, 4)]",2.2835556343197823,3.52445736513665,1.877353819911593,1.5265129742463568,0.7457977575708333,fsii,FSII-SPEX-EBM
Model 2,2,"[(0, 4), (0, 5)]",2.3239152058959007,4.009044112993538,2.0022597516290284,1.5917884894707883,0.7108468345790604,fsii,FSII-SPEX-EBM
Model 3,3,"[(0, 4), (0, 5), (0, 2)]",2.26402086019516,3.722107686232237,1.9292764670290876,1.6435325834657373,0.7315421858234376,fsii,FSII-SPEX-EBM
Model 4,4,"[(0, 4), (0, 5), (0, 2), (0, 1)]",2.295175101608038,2.5902623728764773,1.6094292071652228,1.2839358363461446,0.8131767715000958,fsii,FSII-SPEX-EBM
Model 5,5,"[(0, 4), (0, 5), (0, 2), (0, 1), (0, 3, 5)]",2.314166974276304,2.777915736168834,1.6667080536701184,1.273659879350511,0.7996422324756912,fsii,FSII-SPEX-EBM
Model 6,6,"[(0, 4), (0, 5), (0, 2), (0, 1), (0, 3, 5), (0, 3)]",2.314117945730686,2.862396186342319,1.6918617515454148,1.296744683734979,0.793549061910499,fsii,FSII-SPEX-EBM
Model 7,7,"[(0, 4), (0, 5), (0, 2), (0, 1), (0, 3, 5), (0, 3), (0, 8)]",2.2647808976471424,2.75994904206226,1.661309435975809,1.292911972088851,0.8009380841367463,fsii,FSII-SPEX-EBM
Model 1,1,"[(0, 4)]",2.2133927419781685,3.52445736513665,1.877353819911593,1.5265129742463568,0.7457977575708333,mobius,MOBIUS-SPEX-EBM
Model 2,2,"[(0, 4), (0, 5)]",2.3459352739155293,4.009044112993538,2.0022597516290284,1.5917884894707883,0.7108468345790604,mobius,MOBIUS-SPEX-EBM
Model 3,3,"[(0, 4), (0, 5), (0, 2)]",2.293801143765449,3.722107686232237,1.9292764670290876,1.6435325834657373,0.7315421858234376,mobius,MOBIUS-SPEX-EBM
Model 4,4,"[(0, 4), (0, 5), (0, 2), (0, 1)]",2.2641602605581284,2.5902623728764773,1.6094292071652228,1.2839358363461446,0.8131767715000958,mobius,MOBIUS-SPEX-EBM
Model 5,5,"[(0, 4), (0, 5), (0, 2), (0, 1), (0, 3, 5)]",2.2682265266776085,2.777915736168834,1.6667080536701184,1.273659879350511,0.7996422324756912,mobius,MOBIUS-SPEX-EBM
Model 6,6,"[(0, 4), (0, 5), (0, 2), (0, 1), (0, 3, 5), (4, 8)]",0.3326874263584614,2.6441138267610413,1.6260731308157823,1.2488836497509743,0.809292723853233,mobius,MOBIUS-SPEX-EBM
Model 7,7,"[(0, 4), (0, 5), (0, 2), (0, 1), (0, 3, 5), (4, 8), (1, 4)]",0.4424468502402305,2.516569961591732,1.5863700582120592,1.248029060254512,0.8184918524495481,mobius,MOBIUS-SPEX-EBM
Model 1,1,"[(0, 4)]",0.190408956259489,3.52445736513665,1.877353819911593,1.5265129742463568,0.7457977575708333,sii,SII-SPEX-EBM
Model 2,2,"[(0, 4), (0, 5)]",0.2507781907916069,4.009044112993538,2.0022597516290284,1.5917884894707883,0.7108468345790604,sii,SII-SPEX-EBM
Model 3,3,"[(0, 4), (0, 5), (0, 2)]",0.2813938595354557,3.722107686232237,1.9292764670290876,1.6435325834657373,0.7315421858234376,sii,SII-SPEX-EBM
Model 4,4,"[(0, 4), (0, 5), (0, 2), (0, 1)]",0.2199733853340149,2.5902623728764773,1.6094292071652228,1.2839358363461446,0.8131767715000958,sii,SII-SPEX-EBM
Model 5,5,"[(0, 4), (0, 5), (0, 2), (0, 1), (1, 4)]",0.2203861996531486,2.5498045885483758,1.5968107553960098,1.2838324278481832,0.816094797861161,sii,SII-SPEX-EBM
Model 6,6,"[(0, 4), (0, 5), (0, 2), (0, 1), (1, 4), (4, 8)]",0.2405779063701629,2.341141915838848,1.5300790554212709,1.2082465561084217,0.8311446378276515,sii,SII-SPEX-EBM
