Model,Num_Interactions,Interactions,Train_Time_s,MSE,RMSE,MAE,R2,Index,Model_Type
Model 1,1,"[(0, 1)]",5.924487337470055,0.1284630871085552,0.3584174760088509,0.2613945085907058,0.8888533201715282,bii,BII-SPEX-EBM
Model 2,2,"[(0, 1), (0, 2)]",6.080753870308399,0.1243017324873364,0.3525645082638586,0.2569234463364426,0.8924537376933841,bii,BII-SPEX-EBM
Model 3,3,"[(0, 1), (0, 2), (0, 1, 2)]",318.8268617615104,0.1467981131774074,0.383142418922008,0.2867653486007698,0.8729897961196786,bii,BII-SPEX-EBM
Model 4,4,"[(0, 1), (0, 2), (0, 1, 2), (1, 2)]",273.3637156113982,0.1593418693128758,0.3991764889279875,0.2996986442919352,0.8621368976068383,bii,BII-SPEX-EBM
Model 5,5,"[(0, 1), (0, 2), (0, 1, 2), (1, 2), (0, 3)]",1213.5733291953802,0.1566986011508072,0.3958517413764997,0.2950622541854573,0.8644238617980535,bii,BII-SPEX-EBM
Model 6,6,"[(0, 1), (0, 2), (0, 1, 2), (1, 2), (0, 3), (1, 3)]",1436.1998854652047,0.1648479840818962,0.4060147584533057,0.3025959189449677,0.8573729892413637,bii,BII-SPEX-EBM
Model 7,7,"[(0, 1), (0, 2), (0, 1, 2), (1, 2), (0, 3), (1, 3), (2, 3)]",994.0631060898304,0.1706677545373627,0.4131195402511998,0.3072219643508256,0.8523377049581647,bii,BII-SPEX-EBM
Model 8,8,"[(0, 1), (0, 2), (0, 1, 2), (1, 2), (0, 3), (1, 3), (2, 3), (1, 4)]",915.2849648818374,0.166133513932308,0.4075947913459004,0.3018260211235435,0.8562607446432488,bii,BII-SPEX-EBM
Model 9,9,"[(0, 1), (0, 2), (0, 1, 2), (1, 2), (0, 3), (1, 3), (2, 3), (1, 4), (0, 2, 3)]",1539.2982380464673,0.1647896660220703,0.4059429344403846,0.3060277949822996,0.8574234462159669,bii,BII-SPEX-EBM
Model 10,10,"[(0, 1), (0, 2), (0, 1, 2), (1, 2), (0, 3), (1, 3), (2, 3), (1, 4), (0, 2, 3), (1, 2, 3)]",1878.342323899269,0.1671701372431464,0.4088644484950317,0.301268079954575,0.8553638547908733,bii,BII-SPEX-EBM
Model 1,1,"[(0, 1)]",6.511117599904537,0.1284630871085552,0.3584174760088509,0.2613945085907058,0.8888533201715282,fbii,FBII-SPEX-EBM
Model 2,2,"[(0, 1), (0, 2)]",5.801069736480713,0.1243017324873364,0.3525645082638586,0.2569234463364426,0.8924537376933841,fbii,FBII-SPEX-EBM
Model 3,3,"[(0, 1), (0, 2), (0, 1, 2)]",313.73151718080044,0.1467981131774074,0.383142418922008,0.2867653486007698,0.8729897961196786,fbii,FBII-SPEX-EBM
Model 4,4,"[(0, 1), (0, 2), (0, 1, 2), (1, 4)]",1395.9782002866268,0.1509768045531542,0.3885573375361147,0.2859651329966171,0.8693743787815476,fbii,FBII-SPEX-EBM
