Model,Num_Interactions,Interactions,Train_Time_s,MSE,RMSE,MAE,R2,Index,Model_Type
Model 1,1,"[(0, 1)]",8.109605178236961,0.073332156503919,0.2707991072805061,0.2239840362707645,0.9076138322916842,bii,BII-SPEX-EBM
Model 2,2,"[(0, 1), (1, 2)]",5.838561601936817,0.0781425397569266,0.279539871497657,0.2265519549057289,0.9015535594844896,bii,BII-SPEX-EBM
Model 3,3,"[(0, 1), (1, 2), (1, 3)]",28.501256350427862,0.078050449923774,0.2793751061275397,0.2303422737890842,0.9016695771658928,bii,BII-SPEX-EBM
Model 4,4,"[(0, 1), (1, 2), (1, 3), (0, 3)]",9.251426324248314,0.080272316772964,0.2833236961021157,0.2311380524430919,0.8988703991089397,bii,BII-SPEX-EBM
Model 5,5,"[(0, 1), (1, 2), (1, 3), (0, 3), (0, 2)]",8.22677131742239,0.0868636916390904,0.2947264691864142,0.2392177658568062,0.8905663767967391,bii,BII-SPEX-EBM
Model 6,6,"[(0, 1), (1, 2), (1, 3), (0, 3), (0, 2), (0, 4)]",8.780605282634497,0.0920851176089734,0.3034552975463988,0.2458967727843388,0.8839882593878451,bii,BII-SPEX-EBM
Model 7,7,"[(0, 1), (1, 2), (1, 3), (0, 3), (0, 2), (0, 4), (0, 2, 3)]",720.9681936353445,0.0917480509260266,0.3028994072724914,0.2446937649286017,0.8844129066447132,bii,BII-SPEX-EBM
Model 8,8,"[(0, 1), (1, 2), (1, 3), (0, 3), (0, 2), (0, 4), (0, 2, 3), (1, 4)]",1657.0078923515975,0.0915490962389371,0.3025708119414976,0.2438309274245657,0.8846635560455232,bii,BII-SPEX-EBM
Model 9,9,"[(0, 1), (1, 2), (1, 3), (0, 3), (0, 2), (0, 4), (0, 2, 3), (1, 4), (3, 4)]",1236.5554003752768,0.0914844962832302,0.3024640413061199,0.244185430749203,0.8847449411107716,bii,BII-SPEX-EBM
Model 10,10,"[(0, 1), (1, 2), (1, 3), (0, 3), (0, 2), (0, 4), (0, 2, 3), (1, 4), (3, 4), (2, 3)]",2218.54224755615,0.093575900929582,0.3059017831422073,0.2452136908296729,0.8821101234589345,bii,BII-SPEX-EBM
Model 1,1,"[(0, 1)]",6.868597492575645,0.073332156503919,0.2707991072805061,0.2239840362707645,0.9076138322916842,fbii,FBII-SPEX-EBM
Model 2,2,"[(0, 1), (1, 2)]",5.785137001425028,0.0781425397569266,0.279539871497657,0.2265519549057289,0.9015535594844896,fbii,FBII-SPEX-EBM
Model 3,3,"[(0, 1), (1, 2), (0, 3)]",6.053780272603035,0.080220321405061,0.2832319215855817,0.2290314988021668,0.8989359045162282,fbii,FBII-SPEX-EBM
Model 4,4,"[(0, 1), (1, 2), (0, 3), (1, 3)]",8.572062995284796,0.0799694466917481,0.2827886961880692,0.2302948704404909,0.8992519644064985,fbii,FBII-SPEX-EBM
Model 5,5,"[(0, 1), (1, 2), (0, 3), (1, 3), (3, 4)]",9.44809340313077,0.0805127004952782,0.2837475999815297,0.2295375023871524,0.8985675561005948,fbii,FBII-SPEX-EBM
Model 6,6,"[(0, 1), (1, 2), (0, 3), (1, 3), (3, 4), (0, 2)]",8.797145042568445,0.0860520067019496,0.2933462232617792,0.2408744055911322,0.8915889631259029,fbii,FBII-SPEX-EBM
Model 7,7,"[(0, 1), (1, 2), (0, 3), (1, 3), (3, 4), (0, 2), (0, 2, 3)]",1378.6149161197245,0.0893587097204312,0.2989292721036721,0.242807203002696,0.8874230741872526,fbii,FBII-SPEX-EBM
Model 8,8,"[(0, 1), (1, 2), (0, 3), (1, 3), (3, 4), (0, 2), (0, 2, 3), (0, 4)]",733.7407236322761,0.0933656604152639,0.3055579493570147,0.2457676461248653,0.882374991101465,fbii,FBII-SPEX-EBM
Model 9,9,"[(0, 1), (1, 2), (0, 3), (1, 3), (3, 4), (0, 2), (0, 2, 3), (0, 4), (1, 4)]",1233.7891267947853,0.0909677067603115,0.3016085323068821,0.243781841011859,0.8853960088798166,fbii,FBII-SPEX-EBM
Model 10,10,"[(0, 1), (1, 2), (0, 3), (1, 3), (3, 4), (0, 2), (0, 2, 3), (0, 4), (1, 4), (2, 3)]",821.9797232151031,0.0955047647450711,0.3090384518875784,0.2480213646248467,0.8796800798813295,fbii,FBII-SPEX-EBM
Model 1,1,"[(0, 1)]",7.258489392697811,0.073332156503919,0.2707991072805061,0.2239840362707645,0.9076138322916842,fourier,FOURIER-SPEX-EBM
Model 2,2,"[(0, 1), (1, 2)]",6.542542263865471,0.0781425397569266,0.279539871497657,0.2265519549057289,0.9015535594844896,fourier,FOURIER-SPEX-EBM
Model 3,3,"[(0, 1), (1, 2), (1, 3)]",26.722401313483715,0.078050449923774,0.2793751061275397,0.2303422737890842,0.9016695771658928,fourier,FOURIER-SPEX-EBM
Model 4,4,"[(0, 1), (1, 2), (1, 3), (0, 3)]",9.528638269752264,0.080272316772964,0.2833236961021157,0.2311380524430919,0.8988703991089397,fourier,FOURIER-SPEX-EBM
Model 5,5,"[(0, 1), (1, 2), (1, 3), (0, 3), (3, 4)]",10.105458363890648,0.0789189764423556,0.2809252150348125,0.2284472409380967,0.9005753800165083,fourier,FOURIER-SPEX-EBM
Model 6,6,"[(0, 1), (1, 2), (1, 3), (0, 3), (3, 4), (0, 4)]",8.831114262342453,0.0879676741041098,0.2965934491928469,0.2371932327590112,0.8891755448067529,fourier,FOURIER-SPEX-EBM
Model 7,7,"[(0, 1), (1, 2), (1, 3), (0, 3), (3, 4), (0, 4), (1, 4)]",15.538972545415165,0.0877511388022907,0.2962281870489213,0.2410687079528282,0.8894483428214623,fourier,FOURIER-SPEX-EBM
Model 8,8,"[(0, 1), (1, 2), (1, 3), (0, 3), (3, 4), (0, 4), (1, 4), (0, 2)]",13.091668140143156,0.0925561125763327,0.3042303610363909,0.2480171395015054,0.8833948850467822,fourier,FOURIER-SPEX-EBM
Model 9,9,"[(0, 1), (1, 2), (1, 3), (0, 3), (3, 4), (0, 4), (1, 4), (0, 2), (2, 3)]",13.304690223187208,0.0922903637105563,0.3037932910887868,0.2474185190301618,0.8837296838642779,fourier,FOURIER-SPEX-EBM
