Model,Num_Interactions,Interactions,Train_Time_s,MSE,RMSE,MAE,R2,Index,Model_Type
Model 4,4,"[(3, 4), (2, 3), (1, 2), (2, 4)]",7.533268298953772,4861.0589003085815,69.72129445376486,32.58984273356018,0.9045107171791616,fbii,FBII-SPEX-EBM
Model 5,5,"[(3, 4), (2, 3), (1, 2), (2, 4), (1, 4)]",9.33415614068508,4850.861351683424,69.64812525605714,32.94125338483776,0.9047110349750817,fbii,FBII-SPEX-EBM
Model 6,6,"[(3, 4), (2, 3), (1, 2), (2, 4), (1, 4), (2, 3, 4)]",210.63975423946977,4760.122990215551,68.99364456394191,33.18648470324921,0.9064934739947682,fbii,FBII-SPEX-EBM
Model 7,7,"[(3, 4), (2, 3), (1, 2), (2, 4), (1, 4), (2, 3, 4), (3, 5)]",62.15145892649889,4668.320506734494,68.32510890393439,32.26016785170337,0.908296816329958,fbii,FBII-SPEX-EBM
Model 8,8,"[(3, 4), (2, 3), (1, 2), (2, 4), (1, 4), (2, 3, 4), (3, 5), (0, 1)]",4.166392866522074,4804.127371080523,69.31181263738904,31.097275829477297,0.9056290642322152,fbii,FBII-SPEX-EBM
Model 9,9,"[(3, 4), (2, 3), (1, 2), (2, 4), (1, 4), (2, 3, 4), (3, 5), (0, 1), (0, 3)]",3.505299560725689,4649.807757123371,68.18949887719788,30.97599889576237,0.908660475610716,fbii,FBII-SPEX-EBM
Model 10,10,"[(3, 4), (2, 3), (1, 2), (2, 4), (1, 4), (2, 3, 4), (3, 5), (0, 1), (0, 3), (0, 3, 4)]",311.5062333829701,4606.566805334848,67.87169369726122,32.03797336941485,0.9095098887857987,fbii,FBII-SPEX-EBM
Model 1,1,"[(3, 4)]",4.486870590597391,5022.633680387612,70.87054169672764,33.27633999822331,0.9013367873445114,fourier,FOURIER-SPEX-EBM
Model 2,2,"[(3, 4), (2, 4)]",3.33066176623106,4897.371790988395,69.98122456050905,32.65221745657644,0.9037973969007452,fourier,FOURIER-SPEX-EBM
Model 3,3,"[(3, 4), (2, 4), (1, 2)]",5.22117754817009,4823.470673971662,69.45121074518184,33.33859389891417,0.9052490897948876,fourier,FOURIER-SPEX-EBM
Model 4,4,"[(3, 4), (2, 4), (1, 2), (1, 4)]",3.159265622496605,4666.921080859499,68.31486720223863,32.60585127817906,0.9083243062608364,fourier,FOURIER-SPEX-EBM
Model 5,5,"[(3, 4), (2, 4), (1, 2), (1, 4), (2, 3)]",10.09684856981039,4766.664579911996,69.04103547827188,33.298179072437016,0.9063649728345412,fourier,FOURIER-SPEX-EBM
Model 6,6,"[(3, 4), (2, 4), (1, 2), (1, 4), (2, 3), (0, 2)]",2.957385800778866,4604.1683422077695,67.85402229940219,30.931195670825435,0.9095570035253184,fourier,FOURIER-SPEX-EBM
Model 7,7,"[(3, 4), (2, 4), (1, 2), (1, 4), (2, 3), (0, 2), (2, 5)]",4.055653262883425,4500.037792980947,67.08232101665048,30.795604092702305,0.9116025149394628,fourier,FOURIER-SPEX-EBM
Model 8,8,"[(3, 4), (2, 4), (1, 2), (1, 4), (2, 3), (0, 2), (2, 5), (3, 5)]",2.958939976990223,4524.037419087132,67.2609650472481,30.991555102100666,0.9111310729899108,fourier,FOURIER-SPEX-EBM
Model 9,9,"[(3, 4), (2, 4), (1, 2), (1, 4), (2, 3), (0, 2), (2, 5), (3, 5), (1, 3)]",2.870768256485462,4716.939919334279,68.67998194040443,30.846038140147293,0.9073417501734816,fourier,FOURIER-SPEX-EBM
Model 1,1,"[(3, 4)]",3.28122291341424,5022.633680387612,70.87054169672764,33.27633999822331,0.9013367873445114,fsii,FSII-SPEX-EBM
Model 2,2,"[(3, 4), (1, 2)]",2.963465977460146,4734.2217148637055,68.80568083278956,30.96850164020749,0.9070022714107664,fsii,FSII-SPEX-EBM
Model 3,3,"[(3, 4), (1, 2), (2, 3)]",3.1192777566611767,4737.999839919683,68.83313039459765,32.40576243561108,0.9069280549778038,fsii,FSII-SPEX-EBM
Model 4,4,"[(3, 4), (1, 2), (2, 3), (2, 4)]",8.281819645315409,4775.009316731273,69.10144221889492,33.152704375203754,0.9062010511560462,fsii,FSII-SPEX-EBM
Model 5,5,"[(3, 4), (1, 2), (2, 3), (2, 4), (1, 4)]",8.660202223807573,4782.1471554726,69.15307047031679,32.986248182944514,0.906060837446178,fsii,FSII-SPEX-EBM
