Model,Num_Interactions,Interactions,Train_Time_s,MSE,RMSE,MAE,R2,Index,Model_Type
Model 1,1,"[(0, 1)]",5.086514919996262,0.0580685793128607,0.240974229561712,0.1800855427251938,0.9498591420690676,bii,BII-SPEX-EBM
Model 2,2,"[(0, 1), (0, 2)]",4.951417565345764,0.0563831700573912,0.2374514056757535,0.1809216931922966,0.9513144534790242,bii,BII-SPEX-EBM
Model 3,3,"[(0, 1), (0, 2), (0, 1, 2)]",402.7061275057495,0.0536486842864438,0.2316218562365042,0.1795214004153668,0.9536756178845888,bii,BII-SPEX-EBM
Model 4,4,"[(0, 1), (0, 2), (0, 1, 2), (0, 1, 3)]",1312.0198867544532,0.0496705179099969,0.2228688356634838,0.1774433941421655,0.9571106713587292,bii,BII-SPEX-EBM
Model 5,5,"[(0, 1), (0, 2), (0, 1, 2), (0, 1, 3), (1, 2)]",1417.4213332496583,0.0486809725737615,0.2206376499461538,0.1763800696322917,0.9579651205756295,bii,BII-SPEX-EBM
Model 6,6,"[(0, 1), (0, 2), (0, 1, 2), (0, 1, 3), (1, 2), (2, 3)]",2389.8761227466166,0.0501556589863907,0.2239545913492079,0.1772662513591145,0.9566917634041042,bii,BII-SPEX-EBM
Model 7,7,"[(0, 1), (0, 2), (0, 1, 2), (0, 1, 3), (1, 2), (2, 3), (1, 3)]",2212.085188817233,0.0493090128221967,0.2220563280390738,0.1776403167847275,0.9574228225334812,bii,BII-SPEX-EBM
Model 8,8,"[(0, 1), (0, 2), (0, 1, 2), (0, 1, 3), (1, 2), (2, 3), (1, 3), (0, 1, 4)]",1515.9694509841502,0.0529635775662887,0.2301381705982055,0.1791403403920502,0.9542671914882368,bii,BII-SPEX-EBM
Model 9,9,"[(0, 1), (0, 2), (0, 1, 2), (0, 1, 3), (1, 2), (2, 3), (1, 3), (0, 1, 4), (0, 3)]",1612.7794315554202,0.0521981796153457,0.2284692093375947,0.1794148249262312,0.9549280946887798,bii,BII-SPEX-EBM
Model 10,10,"[(0, 1), (0, 2), (0, 1, 2), (0, 1, 3), (1, 2), (2, 3), (1, 3), (0, 1, 4), (0, 3), (0, 4)]",1722.2328768186271,0.053525291419066,0.2313553358344389,0.1815096611132685,0.9537821647349868,bii,BII-SPEX-EBM
