Model,Num_Interactions,Interactions,Train_Time_s,MSE,RMSE,MAE,R2,Index,Model_Type
Model 1,1,"[(3, 4)]",5.831669331528246,122.50187885654624,11.06805668835077,9.236065564351836,0.6522638819074793,bii,BII-SPEX-EBM
Model 2,2,"[(3, 4), (0, 2, 3)]",8.089303114451468,110.80173627133944,10.526240367355262,8.600153618503645,0.6854761248680401,bii,BII-SPEX-EBM
Model 3,3,"[(3, 4), (0, 2, 3), (1, 3, 4)]",19.233343896456063,115.21990377552608,10.734053464350083,8.76366841934627,0.6729346321878542,bii,BII-SPEX-EBM
Model 4,4,"[(3, 4), (0, 2, 3), (1, 3, 4), (2, 3, 4)]",43.162996580824256,116.47379131173966,10.792302410131938,8.891291565616175,0.669375323641427,bii,BII-SPEX-EBM
Model 5,5,"[(3, 4), (0, 2, 3), (1, 3, 4), (2, 3, 4), (0, 4)]",126.24601384066044,113.85279084773188,10.670182324952648,8.823870632771722,0.6768153444425778,bii,BII-SPEX-EBM
Model 6,6,"[(3, 4), (0, 2, 3), (1, 3, 4), (2, 3, 4), (0, 4), (2, 3)]",32.49783984478563,126.59403863359276,11.251401629734527,9.27014404636837,0.640647800841891,bii,BII-SPEX-EBM
Model 7,7,"[(3, 4), (0, 2, 3), (1, 3, 4), (2, 3, 4), (0, 4), (2, 3), (0, 1, 2)]",169.5632456233725,120.56906200175752,10.980394437439738,9.075824509089014,0.657750411880257,bii,BII-SPEX-EBM
Model 8,8,"[(3, 4), (0, 2, 3), (1, 3, 4), (2, 3, 4), (0, 4), (2, 3), (0, 1, 2), (0, 2, 4)]",119.40500977262856,107.24196981464912,10.35576988034444,8.71874458734234,0.6955809443248504,bii,BII-SPEX-EBM
Model 9,9,"[(3, 4), (0, 2, 3), (1, 3, 4), (2, 3, 4), (0, 4), (2, 3), (0, 1, 2), (0, 2, 4), (0, 3, 4)]",84.23743960913271,111.21337216059229,10.545775085814808,8.698144022282602,0.6843076475554271,bii,BII-SPEX-EBM
Model 10,10,"[(3, 4), (0, 2, 3), (1, 3, 4), (2, 3, 4), (0, 4), (2, 3), (0, 1, 2), (0, 2, 4), (0, 3, 4), (0, 1, 3)]",127.98939386196434,113.7647493545844,10.666055941845814,8.886918572563486,0.6770652606670793,bii,BII-SPEX-EBM
Model 1,1,"[(3, 4)]",3.955933547578752,122.50187885654624,11.06805668835077,9.236065564351836,0.6522638819074793,fbii,FBII-SPEX-EBM
Model 2,2,"[(3, 4), (0, 1, 4)]",28.254336367361248,150.45276407024946,12.265918802529612,10.001941894813545,0.572921977830688,fbii,FBII-SPEX-EBM
Model 3,3,"[(3, 4), (0, 1, 4), (0, 3, 4)]",92.54503085743636,143.44956758859672,11.977043357548505,9.67453923811557,0.5928013819794268,fbii,FBII-SPEX-EBM
Model 4,4,"[(3, 4), (0, 1, 4), (0, 3, 4), (0, 2, 3)]",122.99860731419176,111.92356799524268,10.579393555173317,8.704844234411222,0.6822916724133967,fbii,FBII-SPEX-EBM
Model 5,5,"[(3, 4), (0, 1, 4), (0, 3, 4), (0, 2, 3), (0, 4)]",115.9094069916755,118.21601198040266,10.872718702348674,9.02414205726714,0.6644298235573762,fbii,FBII-SPEX-EBM
Model 6,6,"[(3, 4), (0, 1, 4), (0, 3, 4), (0, 2, 3), (0, 4), (1, 2, 3)]",72.35929816309363,116.4481005973017,10.791112111237734,8.743062674903348,0.6694482497825855,fbii,FBII-SPEX-EBM
Model 7,7,"[(3, 4), (0, 1, 4), (0, 3, 4), (0, 2, 3), (0, 4), (1, 2, 3), (0, 1, 2)]",154.42590771988034,117.49927719202566,10.839708353642438,8.854972830220483,0.6664643602954123,fbii,FBII-SPEX-EBM
Model 8,8,"[(3, 4), (0, 1, 4), (0, 3, 4), (0, 2, 3), (0, 4), (1, 2, 3), (0, 1, 2), (0, 3)]",139.1740194838494,113.14757988178482,10.637085121488164,8.778263387476345,0.6788171694433345,fbii,FBII-SPEX-EBM
Model 9,9,"[(3, 4), (0, 1, 4), (0, 3, 4), (0, 2, 3), (0, 4), (1, 2, 3), (0, 1, 2), (0, 3), (1, 3, 4)]",122.0530650690198,120.45765789796364,10.975320400697358,8.975870425841556,0.6580666456470732,fbii,FBII-SPEX-EBM
Model 10,10,"[(3, 4), (0, 1, 4), (0, 3, 4), (0, 2, 3), (0, 4), (1, 2, 3), (0, 1, 2), (0, 3), (1, 3, 4), (2, 3, 4)]",162.53430254664272,114.35898973510167,10.6938762726666,8.777960217513968,0.675378438839825,fbii,FBII-SPEX-EBM
Model 1,1,"[(3, 4)]",3.995917563326657,122.50187885654624,11.06805668835077,9.236065564351836,0.6522638819074793,fourier,FOURIER-SPEX-EBM
Model 2,2,"[(3, 4), (0, 4)]",4.058878486044705,140.03924770352526,11.833817968159105,10.042498655279608,0.6024819796107268,fourier,FOURIER-SPEX-EBM
Model 3,3,"[(3, 4), (0, 4), (2, 3)]",4.141155106946826,131.59874565981383,11.4716496485821,9.388202674944244,0.6264413461349682,fourier,FOURIER-SPEX-EBM
Model 4,4,"[(3, 4), (0, 4), (2, 3), (1, 2)]",14.496902861632408,136.03193425775288,11.663272879331636,9.540955500301964,0.6138572142978999,fourier,FOURIER-SPEX-EBM
Model 5,5,"[(3, 4), (0, 4), (2, 3), (1, 2), (1, 4)]",7.785948196426034,132.28325407876335,11.50144573863492,9.42791461290948,0.6244982877702399,fourier,FOURIER-SPEX-EBM
Model 6,6,"[(3, 4), (0, 4), (2, 3), (1, 2), (1, 4), (0, 3)]",3.201473488472402,134.449611768909,11.595240910343737,9.566155735886705,0.618348824426471,fourier,FOURIER-SPEX-EBM
Model 7,7,"[(3, 4), (0, 4), (2, 3), (1, 2), (1, 4), (0, 3), (0, 3, 4)]",14.843087351880968,134.46099011398707,11.595731547167995,9.523241562691473,0.618316525643916,fourier,FOURIER-SPEX-EBM
Model 8,8,"[(3, 4), (0, 4), (2, 3), (1, 2), (1, 4), (0, 3), (0, 3, 4), (2, 4)]",60.70921189151704,129.84192062099396,11.394819902964414,9.299155132112183,0.6314283024565308,fourier,FOURIER-SPEX-EBM
Model 9,9,"[(3, 4), (0, 4), (2, 3), (1, 2), (1, 4), (0, 3), (0, 3, 4), (2, 4), (0, 1, 3)]",27.1201960882172,121.2382839244066,11.010825760332718,9.127218883025176,0.6558507460490339,fourier,FOURIER-SPEX-EBM
Model 10,10,"[(3, 4), (0, 4), (2, 3), (1, 2), (1, 4), (0, 3), (0, 3, 4), (2, 4), (0, 1, 3), (0, 2)]",34.36541813146323,121.93119843911434,11.042246077638117,9.031290651254515,0.653883825984105,fourier,FOURIER-SPEX-EBM
Model 1,1,"[(3, 4)]",4.49176806025207,122.50187885654624,11.06805668835077,9.236065564351836,0.6522638819074793,fsii,FSII-SPEX-EBM
Model 2,2,"[(3, 4), (0, 1, 4)]",32.18478069640696,150.45276407024946,12.265918802529612,10.001941894813545,0.572921977830688,fsii,FSII-SPEX-EBM
Model 3,3,"[(3, 4), (0, 1, 4), (0, 2, 3)]",11.288543106988072,129.1517715304278,11.364496096634808,9.34814141318756,0.6333873725369139,fsii,FSII-SPEX-EBM
Model 4,4,"[(3, 4), (0, 1, 4), (0, 2, 3), (0, 3, 4)]",110.10907466243953,115.8989553231328,10.765637710936254,8.82085687191444,0.6710070637998952,fsii,FSII-SPEX-EBM
Model 5,5,"[(3, 4), (0, 1, 4), (0, 2, 3), (0, 3, 4), (1, 2, 3)]",103.10061566345394,119.85447392000172,10.94780680867185,8.999417490251746,0.65977885493684,fsii,FSII-SPEX-EBM
Model 6,6,"[(3, 4), (0, 1, 4), (0, 2, 3), (0, 3, 4), (1, 2, 3), (1, 2, 4)]",53.78234325628728,125.96308453227418,11.223327694239092,9.34281466552179,0.6424388389217559,fsii,FSII-SPEX-EBM
Model 7,7,"[(3, 4), (0, 1, 4), (0, 2, 3), (0, 3, 4), (1, 2, 3), (1, 2, 4), (1, 3)]",132.2140382323414,128.51562693946823,11.336473302551736,9.40849707343992,0.635193144437481,fsii,FSII-SPEX-EBM
Model 8,8,"[(3, 4), (0, 1, 4), (0, 2, 3), (0, 3, 4), (1, 2, 3), (1, 2, 4), (1, 3), (1, 3, 4)]",201.71451899781823,130.57937652461118,11.427133346758984,9.418851712666688,0.6293349463743065,fsii,FSII-SPEX-EBM
Model 9,9,"[(3, 4), (0, 1, 4), (0, 2, 3), (0, 3, 4), (1, 2, 3), (1, 2, 4), (1, 3), (1, 3, 4), (2, 3, 4)]",207.96878415811807,130.78040226471384,11.435925946975775,9.495222596927166,0.6287643109591401,fsii,FSII-SPEX-EBM
Model 10,10,"[(3, 4), (0, 1, 4), (0, 2, 3), (0, 3, 4), (1, 2, 3), (1, 2, 4), (1, 3), (1, 3, 4), (2, 3, 4), (0, 1)]",211.87563086580485,121.39810939925744,11.018081021632463,9.1029413498124,0.6553970624752333,fsii,FSII-SPEX-EBM
Model 1,1,"[(3, 4)]",3.9663097327575088,122.50187885654624,11.06805668835077,9.236065564351836,0.6522638819074793,mobius,MOBIUS-SPEX-EBM
Model 2,2,"[(3, 4), (0, 3, 4)]",14.60456025786698,127.57416695480276,11.294873481133056,9.361324055217072,0.6378655903090287,mobius,MOBIUS-SPEX-EBM
Model 3,3,"[(3, 4), (0, 3, 4), (0, 2, 3)]",41.185574744828045,119.60409715794148,10.936365811271196,8.889732756694496,0.6604895790833762,mobius,MOBIUS-SPEX-EBM
Model 4,4,"[(3, 4), (0, 3, 4), (0, 2, 3), (1, 2, 3)]",27.691753407008942,105.77780849310156,10.284833906928275,8.432940663878583,0.6997371399601222,mobius,MOBIUS-SPEX-EBM
Model 5,5,"[(3, 4), (0, 3, 4), (0, 2, 3), (1, 2, 3), (0, 1, 4)]",71.83788326010108,112.33834442999655,10.59897846162528,8.655569040730965,0.6811142802897504,mobius,MOBIUS-SPEX-EBM
Model 6,6,"[(3, 4), (0, 3, 4), (0, 2, 3), (1, 2, 3), (0, 1, 4), (1, 3, 4)]",31.11857369914651,109.68663920450852,10.473138937515747,8.554164407347772,0.6886414601995106,mobius,MOBIUS-SPEX-EBM
Model 7,7,"[(3, 4), (0, 3, 4), (0, 2, 3), (1, 2, 3), (0, 1, 4), (1, 3, 4), (1, 2, 4)]",188.57260406576097,127.63235942732848,11.297449244290876,9.37493974062274,0.6377004040711751,mobius,MOBIUS-SPEX-EBM
Model 8,8,"[(3, 4), (0, 3, 4), (0, 2, 3), (1, 2, 3), (0, 1, 4), (1, 3, 4), (1, 2, 4), (0, 1, 3)]",113.4076795494184,126.10476350346624,11.229637728059895,9.118502392084634,0.6420366663516899,mobius,MOBIUS-SPEX-EBM
Model 9,9,"[(3, 4), (0, 3, 4), (0, 2, 3), (1, 2, 3), (0, 1, 4), (1, 3, 4), (1, 2, 4), (0, 1, 3), (1, 3)]",69.73515335191041,126.1781922176336,11.232906668250816,9.118610919696538,0.6418282302341427,mobius,MOBIUS-SPEX-EBM
Model 10,10,"[(3, 4), (0, 3, 4), (0, 2, 3), (1, 2, 3), (0, 1, 4), (1, 3, 4), (1, 2, 4), (0, 1, 3), (1, 3), (2, 3, 4)]",132.92670380324125,114.47334357875803,10.699221634247888,9.0031063421984,0.6750538318864199,mobius,MOBIUS-SPEX-EBM
Model 1,1,"[(3, 4)]",5.3517677914351225,122.50187885654624,11.06805668835077,9.236065564351836,0.6522638819074793,sii,SII-SPEX-EBM
Model 2,2,"[(3, 4), (0, 2, 3)]",8.474842716939747,110.80173627133944,10.526240367355262,8.600153618503645,0.6854761248680401,sii,SII-SPEX-EBM
Model 3,3,"[(3, 4), (0, 2, 3), (0, 3, 4)]",37.59234130382538,114.14155421066658,10.683705078794835,8.741679173636477,0.6759956553748547,sii,SII-SPEX-EBM
Model 4,4,"[(3, 4), (0, 2, 3), (0, 3, 4), (1, 3, 4)]",17.98647452890873,117.68698523322064,10.848363251349056,8.889992926493958,0.6659315287487522,sii,SII-SPEX-EBM
Model 5,5,"[(3, 4), (0, 2, 3), (0, 3, 4), (1, 3, 4), (0, 1, 2)]",105.9687382094562,110.94888925184291,10.533227864802075,8.548084892675142,0.6850584136730473,sii,SII-SPEX-EBM
Model 6,6,"[(3, 4), (0, 2, 3), (0, 3, 4), (1, 3, 4), (0, 1, 2), (0, 2, 4)]",88.03845185413957,109.6090605772538,10.469434587276137,8.71646979342378,0.6888616763377471,sii,SII-SPEX-EBM
Model 7,7,"[(3, 4), (0, 2, 3), (0, 3, 4), (1, 3, 4), (0, 1, 2), (0, 2, 4), (0, 4)]",117.81715773697942,110.53114991215622,10.51337956663585,8.662307385055668,0.6862442163538968,sii,SII-SPEX-EBM
Model 8,8,"[(3, 4), (0, 2, 3), (0, 3, 4), (1, 3, 4), (0, 1, 2), (0, 2, 4), (0, 4), (2, 3)]",114.21929425373672,97.4972957042716,9.87407189077898,8.261639052974502,0.7232423580015134,sii,SII-SPEX-EBM
Model 9,9,"[(3, 4), (0, 2, 3), (0, 3, 4), (1, 3, 4), (0, 1, 2), (0, 2, 4), (0, 4), (2, 3), (2, 3, 4)]",129.3386700777337,113.26953988297416,10.64281635108744,8.766757100612542,0.6784709715092947,sii,SII-SPEX-EBM
